digest,txId,sender,recipient,timestamp,gasPrice,accountNonce,value,commitTime,Broadcast,Monoxide_d1,Monoxide_d2,LBF_d1,LBF_d2,Proposed_d1,Proposed_d2
6fea389ad4fac9847c2f96a93dcd481f9f75907d9557c176f3a402fe2d7df554,27,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xeb1325c8d9d3ea8d74ac11f4b00f1b2367686319,1627488113873,11.0,11,1.03701363e+19,1627488118660,1,9,14,2,2,7,7
a22f4365c371f953f90c4d2317ff3a20e2553a58e9a885eaafb3ca1b294acb74,28,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113873,11.0,11,1.0912713e+17,1627488118672,1,2,14,2,2,7,7
5f253d9e1b18d0905a726e7d44a57fc901ce6e8ec16ec213c30921b1004b472b,29,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x178b9982503ae0b397609cb27b45dfc96c932e9c,1627488113874,11.0,11,4.34653122e+19,1627488118679,1,12,14,2,11,7,7
41b921fdce0495664f9b88e50bf54f115b59732401481f06f0bc64f55adb0273,31,0x178b9982503ae0b397609cb27b45dfc96c932e9c,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113875,11.0,11,4.346405197e+19,1627488118686,1,8,12,1,11,7,15
a099778989925b7885df0d4e89ad673fa81f8e35a2c05d8ed6a5b207c3ebaa0c,37,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113878,11.0,11,374008008220048.0,1627488118694,1,2,9,3,3,8,13
ea57e4a2e46dcb2d5df07b6261c709f91a5147ae8352bf7178f33aaaf020701b,38,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xd9d9a8935602d9b7f6707c0090231297829703bc,1627488113878,11.0,11,2.0018448e+18,1627488118702,1,12,14,2,11,7,7
fd750f6e0fff592bf46b3fb217409716e4838c9969db47c10e3132b0d2d99bc0,39,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x0ebf34ef7f813ad4ff2f846db5167d338476b53f,1627488113878,11.0,11,5.0306016e+18,1627488118714,1,14,15,2,9,7,7
b80736f3c82d8cc999d575e784e478ae993c0d76c150c3af38e5824e2aca2d6c,40,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x9894f83b1fbb900de13a8779989ed5e508754145,1627488113879,11.0,11,9.46852e+15,1627488118721,1,5,14,2,2,7,7
e5af1462c2986b9986c0a0ffd84056043251130d285631b5a6d1a837b6de3e33,41,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113879,11.0,11,1.1275645e+17,1627488118730,1,2,14,2,2,7,7
52de6c30957f0a4a1cc77eba4128d275787371d0fa9ce4129162e56397ee2188,45,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113881,11.0,11,7.70896063746438e+15,1627488118741,1,2,15,3,3,8,13
20aea12f65a5a2c9991f456bf10c18e752f98e7692b40d148250b7796d45942d,48,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113882,11.0,11,5.35424852006886e+15,1627488118759,1,2,13,3,3,8,13
20ef5b594c1eda985546a6571ea692447818cca9580fa636dee1b51d5bc718f0,49,0x0ebf34ef7f813ad4ff2f846db5167d338476b53f,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113883,11.0,11,5.02941188e+18,1627488118771,1,8,15,1,9,7,15
22855541c41cbf897e2d5c61a48a4bff3e5f49983709db8fc69afc7333e9a526,52,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113884,11.0,11,9.836544e+16,1627488118778,1,2,14,2,2,7,7
f52ae5fe7a0b15e4057ef114f82038b604c8a567d355c4d0ec2b3c7a8ecbefd3,54,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xf0cb384bb33f21a3fd1c89e8149d03e1517d50a5,1627488113885,11.0,11,2.15575325e+18,1627488118786,1,5,14,2,10,5,7
8645db00d0b4b4c3d8472ca6fa9d514cdf3e30d15c6aeff628cf196ec0270e3b,55,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x9d4517519b62ee397e8469b534df68e8ebbc0e45,1627488113885,11.0,11,1.00386202e+18,1627488118804,1,5,14,2,12,7,7
ae4e183aa3bcd17d73cc90dc2bb6d7f0c8582a7c4feddf0938def72abe10892f,56,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x2d1d94521e896625f8ec3f65171fa82262da6bcf,1627488113886,11.0,11,1.020158973e+19,1627488118812,1,14,15,2,5,7,7
3baea89c94b2e23b71e327b3f6c820e6724d9ecc3023391e301d5862d53ecef0,57,0x2d1d94521e896625f8ec3f65171fa82262da6bcf,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113886,11.0,11,1.020036798e+19,1627488118819,1,8,15,1,5,7,15
9f8aa4154d2f52bb063bad624bd51ccb6b787d54d172ecfca1a9da04c6cfa103,60,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xaa656e51565979f6893797a72fcd06716a15eab8,1627488113887,11.0,11,1.00021339e+18,1627488118827,1,8,14,2,2,7,7
4ee1a8979578ab66b1ee8778e3bc28e02654cc007937b6f4262d01f9f185cc45,61,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113887,11.0,11,9.993432e+16,1627488118837,1,2,14,2,2,7,7
b5398fb572383981f95187cc0863f10caa8a77cd9ea4aa01b573bb4fbff5ff5c,62,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x037658e13e294088cfd16a534b9c1f3b37282eb2,1627488113887,11.0,11,1.00791223e+18,1627488118847,1,2,14,2,6,7,7
21989d51df060af6db17214c6e5a65abfab88bef3a45cf79549f818aec126ef6,63,0x037658e13e294088cfd16a534b9c1f3b37282eb2,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113888,11.0,11,1.00676223e+18,1627488118857,1,2,8,1,6,7,15
bfe0c74854519d6e61748a9ee6801dc89a76e947db4c5d743033baed6fc50dd8,65,0xaa656e51565979f6893797a72fcd06716a15eab8,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113888,11.0,11,9.9906339e+17,1627488118872,1,8,8,1,2,7,15
9c787a25cad0b02cbb01c31daaa119bef74461e22a923363063af97806ba9056,67,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xb70f652788a24ceb11c0b586677b03679ccace6a,1627488113889,11.0,11,1.009513892e+19,1627488118880,1,10,14,2,9,7,7
f5003dbf522431c93c59a4c274bdff2634562a62536c36a97824134c3838bc92,68,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113889,11.0,11,1.9937515e+17,1627488118923,1,2,14,2,2,7,7
891531d35c9bba46d04ba580eb38d3eea20eb40224dbe662b67df89e7ea92670,71,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x647f81774dfc4fc37f7b8364c3fd72c964843f70,1627488113890,11.0,11,1.00016541e+19,1627488118932,1,0,14,2,11,7,7
7f634ef0f7ba2e98d564a57161e451b4472a9597a37765a64fa0388bde2de8bf,72,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xd8182dd87043acd1c4f7b8ec07a0c2f8c0206707,1627488113890,11.0,11,1.03439744e+18,1627488118944,1,7,14,2,12,6,7
e7d6ed0bfd34deedca41b7423d08a11bf6e405d9f3d5a7ef386442f47043ed5d,73,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113891,11.0,11,2.2943203e+17,1627488118951,1,2,14,2,2,7,7
b172ac882dad3975f784b9bf1d8b18d5b4be7333ac5f1096b0c49165a12d983f,74,0x647f81774dfc4fc37f7b8364c3fd72c964843f70,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,1627488113891,11.0,11,1.00006041e+19,1627488118962,1,0,8,2,11,7,8
2a7585d75d91448f87c9fcc10c8fe44f60072101ddab99c443daa10507a83a64,76,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113892,11.0,11,1.2012607e+17,1627488118974,1,2,14,2,2,7,7
b8a160f4d306bd50bb48031285aca35a5f02ab4ef81dd49ee755ddfc46b4bc53,80,0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113893,11.0,11,4.99996511e+18,1627488118983,1,8,13,1,5,1,1
a51278e3d314b8d9d1a8e6ba4212d4cf9176df2eb71642a019ec899e23706a4e,81,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x9894f83b1fbb900de13a8779989ed5e508754145,1627488113893,11.0,11,9.74143e+15,1627488118994,1,5,14,2,2,7,7
7e160682458eecdaed04def33e2b75c458fd2737beb6dc1f10368a397c49bc1a,82,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113894,11.0,11,9.170106e+16,1627488119003,1,2,14,2,2,7,7
5f034515180130a88d4c48e0f555f60e136d8f4799e15a11cf9df6ec563f295f,83,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113894,11.0,11,8.342206e+16,1627488119011,1,2,14,2,2,7,7
bdbfd0e3769f1cf747f38d960929f427b53e4e904c2bd758e6ee58e7de1f38b8,84,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488113894,11.0,11,1.203477e+16,1627488119028,1,9,14,2,2,1,1
51893a8d5bd58f92ac8f896a68d903c1027edfc0d88e358f4f6af77729a935b8,85,0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113895,11.0,11,9.99879615e+18,1627488119035,1,8,13,1,5,1,1
d4ce3937cb7bf1ce08d8d8df3fb913a85c14c572ad123aadd4d652ea6672cc1b,87,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x21344bc13b25b709ec441c39c070d1eca5824ca3,1627488113895,11.0,11,3.00988708e+18,1627488119043,1,3,14,2,11,7,7
d42350e1135709712a703368bfc65c98db298a89350465539abe3fd9f6535c39,88,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xc517a1cef7630dc7febd59e9f7fb80f56eacb21e,1627488113895,11.0,11,5.07741836e+18,1627488119051,1,14,14,2,6,7,7
a1d06efc98f2a2b3a93d042cb9f523f9911d7257a2b156aa869c2e0bf0be53dc,89,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113896,11.0,11,8.78444e+16,1627488119058,1,2,14,2,2,7,7
47ac0f17c3d609e98bebb1575b751b70534999e2b4dbf78b8173922b04711cd7,90,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x2456be9e99719dd3e61f8b3e782bb99a6e309e99,1627488113896,11.0,11,2.00512331e+18,1627488119068,1,9,14,2,10,7,14
2f677f5e45dc33a4537c74db4cd0ac88c2890319d45770e5255f7cf040023bbe,91,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x7c5080988c6d91d090c23d54740f856c69450b29,1627488113896,11.0,11,1.214014e+16,1627488119076,1,9,14,2,2,1,1
ea6d77b7fdd21d3caeb39455299f28534d5640844c2b8f7052f0384adc5df920,92,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x58850ab9442c06379dffbf52e3eaa035f5d5e092,1627488113896,11.0,11,5.375058e+16,1627488119101,1,2,14,2,2,7,7
aeb3aa4bbe6f6f4347e03fb9a1c121fd3cf16e90470dc3fe41a71ffca9b2511f,93,0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113897,11.0,11,4.99873257e+18,1627488119109,1,2,8,1,5,1,1
c75cbb81ebe244cbeefe7fddc2d2fab4d76a7eae81fd05dd134b3ff88d41a76c,94,0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113897,11.0,11,5.00083257e+18,1627488119115,1,8,13,1,5,1,1
bed5f7c287bc935dcebf916acf9ebece1abae5a31f8fd6cdbe7201fde15ebbb3,95,0xc517a1cef7630dc7febd59e9f7fb80f56eacb21e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113897,11.0,11,5.07616388e+18,1627488119123,1,8,14,1,6,7,15
6ca95de8807c3f893d07644aa128bdef8beb0da574f534e5d8b4ee35f6f77f14,104,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113899,11.0,11,1.0,1627488119131,1,2,9,3,3,8,13
3533dedf33847757e084a2d9b956bfd9c18622efe523856294a4577b334c2455,109,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113900,11.0,11,2.0,1627488119139,1,2,15,3,3,8,13
067640ad721afb811ace8cd56ef77cff1e2241ff7ae7fc70dca4459e45e0f82d,110,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488113901,11.0,11,1.0,1627488119150,1,2,2,3,3,1,1
c5cb3623009f43e13559245b16e539f6a6c7314df279c4a440d38fa4f6c6d3a2,112,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113901,11.0,11,2.0,1627488119157,1,2,13,3,3,8,13
a446770098849053fb9aa5a8671fd1713401e394699cd8ad6658728b202a9ae1,117,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113903,11.0,11,1.0,1627488119169,1,2,9,3,3,8,13
337aeffd2dc239d69f71a083b2a714e800c1d54f4370c400827388056df8aa79,122,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113904,11.0,11,2.0,1627488119174,1,2,15,3,3,8,13
10d7f2c27047b87ee3bbb22c864b68d131d1a9541b0b0e0c6e61fd8a463c5e77,123,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488113904,11.0,11,1.0,1627488119182,1,2,2,3,3,1,1
a4487430ef0db8d447787b946e2f83eee16bb4228c4144ed5962bb563b9e1dd9,129,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113905,11.0,11,1.0,1627488119196,1,2,9,3,3,8,13
2202cab944684198f89cf1d588b4ef5a0133949beed77ca3f9c101d9ead7a09d,134,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113906,11.0,11,2.0,1627488119204,1,2,15,3,3,8,13
5f3079904ccbfc44132858365162cfc1a22e3495b779a8fed30c45ea1c9894f8,135,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488113906,11.0,11,1.0,1627488119214,1,2,2,3,3,1,1
3cbed8115fa7fcc5cc75768701237a4d1efa28a61c14c6bc8b76aff597db22c4,138,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113907,11.0,11,2.0,1627488119223,1,2,13,3,3,8,13
8de85f8e25cd0a504f1fd6d78895701cabb6d460292ca16373350e68af333492,142,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113908,11.0,11,1.0,1627488119234,1,2,9,3,3,8,13
edc3d5c96f35eba68496a702d257dcbffbf6f5d2b09b5c9821d469022bf59e9b,147,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113909,11.0,11,2.0,1627488119246,1,2,15,3,3,8,13
97d6a461baa9b39e52411fac671e271a7e6bc149a06e52e044f5726ee2c130b0,150,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113909,11.0,11,2.0,1627488119255,1,2,13,3,3,8,13
96ad7b879ccecc7218950a4496424d0ac480785ac7bf830959bb00a70354a794,155,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113910,11.0,11,1.0,1627488119264,1,2,9,3,3,8,13
a78da88d95a3cc77a5b89c46efe3314411503406ea66bd1554b89f4302ee1741,160,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113911,11.0,11,2.0,1627488119272,1,2,15,3,3,8,13
487bd9d3d409e61221b20f1a4a1d55cd6a1d607edccc525933a353d2b176f216,163,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113911,11.0,11,2.0,1627488119283,1,2,13,3,3,8,13
734d9235f335a1ae25561012ffbaf72dadbafb8ad711bc072b389e64463fdd11,168,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113912,11.0,11,1.0,1627488119295,1,2,9,3,3,8,13
86f8287e8ea34efffc3d82f9cf1c2e33462fc901481781f3a329e65cb33a1c09,173,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113913,11.0,11,2.0,1627488119312,1,2,15,3,3,8,13
2782c3661676244b66610eef0bc95f720f7450e918686684eab5add7615c232b,176,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113914,11.0,11,2.0,1627488119326,1,2,13,3,3,8,13
fae887dc18450cc35590dca3388109a0685c8d5336bb4d3f39e543fa4a4a3478,180,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113914,11.0,11,1.0,1627488119336,1,2,9,3,3,8,13
61815a4ae79b6db15fd819f1aa1d1c05be7730e4e5f2b7efedd85c9e4da581c9,185,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113915,11.0,11,2.0,1627488119364,1,2,15,3,3,8,13
9fc6c755a1767dc634342f10728d8b02f910403eb5787cf47b6a65909501aef3,188,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113916,11.0,11,2.0,1627488119373,1,2,13,3,3,8,13
99e21dc0f58742f727d55b97e51fe8017bef0a216f6abb662c73eeb7b041fbe1,193,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113917,11.0,11,1.0,1627488119381,1,2,9,3,3,8,13
6eff9ec6fe731c634d212d1f04f8cb14b25d2cdbd605ceee33c5cf7722e016a6,198,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113918,11.0,11,2.0,1627488119389,1,2,15,3,3,8,13
0b57b62b67c58bce9548ea13ba537c6e5e7e75958508eaa2f5ee375706dad8b8,201,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113918,11.0,11,2.0,1627488119396,1,2,13,3,3,8,13
5949814a8ae2a16d8070fbd1557d2b5efd18d6d0e2f84409f9d7c3952847d939,206,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113919,11.0,11,1.0,1627488119410,1,2,9,3,3,8,13
aaa1d584d1929a2fa034d8d851f4b37df02406fb8af6163b65f25c595a17c1e8,211,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113920,11.0,11,2.0,1627488119433,1,2,15,3,3,8,13
52f87a8b164429f49ec37e6786c362bd005100eab5666f1d45fca31333379d5e,214,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113921,11.0,11,2.0,1627488119457,1,2,13,3,3,8,13
776d50a42f60768fd87a3b5d24a9a941384ce597b1f96f6d758a0f9e5e9a5804,218,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113921,11.0,11,1.0,1627488119466,1,2,9,3,3,8,13
a36450e7f244ca14c38aaa24bfde127a94884ca7e05e5a3e96ccfae63a207873,227,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113925,11.0,11,2.0,1627488119482,1,2,15,3,3,8,13
4c40f8261cf11642f126bb36793372a60df05d7ee2f012044c444cdce4dee1a2,230,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113925,11.0,11,2.0,1627488119490,1,2,13,3,3,8,13
01e5c5288e5e045f64170dc173516cc2329f5e88e37f00724cb461d9f145e149,235,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113927,11.0,11,1.0,1627488119498,1,2,9,3,3,8,13
0a09044d865e03d1641ad3765763909c2cb9572315111c94a70e24b80507daaf,240,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113928,11.0,11,2.0,1627488119506,1,2,15,3,3,8,13
9a699f75a22b9f3b475a7b3338669dd2401dd9186c58841c10321ceb8b3ee231,243,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113929,11.0,11,2.0,1627488119514,1,2,13,3,3,8,13
0945b48f8f08fbb62540dc5287c0c3ec3ea1d12f21c176bae7a420986d5541e8,247,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113930,11.0,11,1.0,1627488119532,1,2,9,3,3,8,13
69b1f4d8ab50c135f7623ad7ab6b0e8a20cd69ecf17c1a5a629f2d588201c0c2,252,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113931,11.0,11,2.0,1627488119540,1,2,15,3,3,8,13
fd8c91d2be1723c76434c2e2313940408f30aa0f2062bd5ea9aab6246c0f109d,259,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113933,11.0,11,1.0,1627488119547,1,2,9,3,3,8,13
aa52cc1deca9b11f95cd093fe37de3e82aafc8b0ea0cd87b121861540ae73050,264,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113934,11.0,11,2.0,1627488119556,1,2,15,3,3,8,13
e91882c3a7bb0e4b04071cf95b597bc9a7b4b5f6b8988f238c3cf93a89e9e31f,265,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488113934,11.0,11,1.0,1627488119563,1,2,2,3,3,4,4
d28738af0e4f705b6aa22ed1ed7473f2799feda348b3607851379e5ef9d67c0e,271,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113935,11.0,11,1.0,1627488119571,1,2,9,3,3,8,13
8b89712acf507c11e3a415f1103b15161c64ad26bcbda40e333b1bee1ebdbe6a,276,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113936,11.0,11,2.0,1627488119581,1,2,15,3,3,8,13
a3f8fbc8c56421d2965dee3ae53b18b202f69c37a4e03ed79fb86f97486900bf,277,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1c10a5aabc2555ee3027d5758c4b7b462605f972,1627488113936,11.0,11,1.0,1627488119616,1,2,2,3,3,4,4
