digest,txId,sender,recipient,timestamp,gasPrice,accountNonce,value,commitTime,Broadcast,Monoxide_d1,Monoxide_d2,LBF_d1,LBF_d2,Proposed_d1,Proposed_d2
7e93b3a1bdf9771ad424138ad58bae9c67b58442e334282331b037a8eb1efcd7,33,0xe48430c4e88a929bba0ee3dce284866a9937b609,0xfffbca3a38c3c5fcb3adbb8e63c04c3e629aafce,1627488113876,11.0,11,1.23e+20,1627488118109,1,9,14,9,9,8,8
cd56632ad0f15096eb80358e99ee9e7a41d88594aa1bf76ef43314e699b8c323,34,0xc839ee5542b4e8413246b3634c5c739fea949562,0x0094e4f87e9844141c71afecc48f7a60435c2abe,1627488113876,11.0,11,59977389686842.0,1627488118117,1,2,14,3,11,8,8
6c71b99038054dbc667ce4a2fb31c8e4a9c9f1acc4a35f3bbf3c25a05fe7e3af,35,0xc839ee5542b4e8413246b3634c5c739fea949562,0x00b4bf84e603e491cbee8c387d8d0a017953e12b,1627488113877,11.0,11,282725601897855.0,1627488118132,1,2,11,3,3,8,8
f61b2f0dfcc925fe30a40c47fb5a7af411df113ac58c1447b38bc8881539debc,36,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113877,11.0,11,1.0311308271756e+15,1627488118141,1,2,7,3,3,8,8
a099778989925b7885df0d4e89ad673fa81f8e35a2c05d8ed6a5b207c3ebaa0c,37,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113878,11.0,11,374008008220048.0,1627488118151,1,2,9,3,3,8,13
d59d6878543e96afbe01d1da9a88ebb7cd2eed770a8ce727a269901ad0a0c2f7,42,0xfffbca3a38c3c5fcb3adbb8e63c04c3e629aafce,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113880,11.0,11,1.2299882061e+20,1627488118159,1,8,14,1,9,8,15
5c22af6142c25f86a049b85371718aa0d275a3cbe9207b1309bbffec89af821a,44,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113881,11.0,11,288069425412082.0,1627488118167,1,2,12,3,3,2,8
52de6c30957f0a4a1cc77eba4128d275787371d0fa9ce4129162e56397ee2188,45,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113881,11.0,11,7.70896063746438e+15,1627488118175,1,2,15,3,3,8,13
6d45ed74d2ea2611ea61b7f10cd67e308673eed9ec9ba3d8b61bad432969147c,46,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113882,11.0,11,1.08491400288065e+16,1627488118188,1,2,5,3,12,8,8
c2608a51c948a22583f21a66fdc717b6221be0f496d10e426df962478fe4d029,47,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113882,11.0,11,1.53491564247935e+16,1627488118195,1,0,2,3,3,8,8
20aea12f65a5a2c9991f456bf10c18e752f98e7692b40d148250b7796d45942d,48,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113882,11.0,11,5.35424852006886e+15,1627488118203,1,2,13,3,3,8,13
896048eedb8d7c6f86ebb3b6b458fb788dceebcf65471053558460e808c21f8a,51,0xa21ba94e45f0e168da824fc67ac9cb5cb577a8af,0x16c9b930e32c92004105d7f66801c75c61e3408d,1627488113883,11.0,11,9.0e+19,1627488118210,1,13,15,9,9,8,8
275fae555f01b854d1a5948c69d459ab441c25fd54c9beccf569379419289826,53,0x16c9b930e32c92004105d7f66801c75c61e3408d,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113885,11.0,11,8.999877439e+19,1627488118217,1,8,13,1,9,8,15
f52ae5fe7a0b15e4057ef114f82038b604c8a567d355c4d0ec2b3c7a8ecbefd3,54,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0xf0cb384bb33f21a3fd1c89e8149d03e1517d50a5,1627488113885,11.0,11,2.15575325e+18,1627488118232,1,5,14,2,10,5,7
7ca3c019845dca337e05a9b40cbb9f0ff6a579eabef7e3bb0a42bbe0f8b64390,58,0xf0cb384bb33f21a3fd1c89e8149d03e1517d50a5,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113886,11.0,11,2.15453151e+18,1627488118242,1,5,8,1,10,5,15
ec9561c817d033e998ace6c76b4468770b0129e9defd62cc0105bd46573f4da0,59,0xf6b254f4060f12c7cdafdd6020d2c13a70698c62,0x5197878a7683558ed7ffefc372709a50b9b711db,1627488113887,11.0,11,6.0e+17,1627488118251,1,2,11,9,9,5,5
79dafa94cde11ab485650f2a924d1913ea61259dbb7ab88ff0120979ffe8053c,64,0x79d5794171e11dd5c2f0e26e1c187319db2fe6f7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113888,11.0,11,4.99885e+18,1627488118266,1,7,8,1,6,14,15
dac177d82c17c4ea6db076f419c92a37caeb5aa8233213bd9fb6ab6a5c6f70b5,66,0xf74995b69f51682d00a4d5eacacd111e651cfbe8,0x05665155cc49cbf6aabdd5ae92cbfaad82b8c0c1,1627488113889,11.0,11,9.9e+17,1627488118276,1,1,8,11,11,8,8
b172ac882dad3975f784b9bf1d8b18d5b4be7333ac5f1096b0c49165a12d983f,74,0x647f81774dfc4fc37f7b8364c3fd72c964843f70,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,1627488113891,11.0,11,1.00006041e+19,1627488118286,1,0,8,2,11,7,8
6f4253ff1aaae114248a552265de76547b80278f5fe5e958feafa25d5de2813a,86,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x0b6435ddf12093801c9d3e069f9bdf7fe2906080,1627488113895,11.0,11,1.8059e+20,1627488118298,1,0,8,2,11,8,8
47ac0f17c3d609e98bebb1575b751b70534999e2b4dbf78b8173922b04711cd7,90,0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,0x2456be9e99719dd3e61f8b3e782bb99a6e309e99,1627488113896,11.0,11,2.00512331e+18,1627488118310,1,9,14,2,10,7,14
7deb6a08b758c9e496805e4cb70eb94e4dddea9630270779f41bc867d08dbe10,96,0x2456be9e99719dd3e61f8b3e782bb99a6e309e99,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113898,11.0,11,2.00386883e+18,1627488118329,1,8,9,1,10,14,15
719723311305fea5567d002efbdaae81c9bfd7d72ccd3eba90566ba92af2d0c3,97,0x0b6435ddf12093801c9d3e069f9bdf7fe2906080,0x32be343b94f860124dc4fee278fdcbd38c102d88,1627488113898,11.0,11,1.8058874552e+20,1627488118342,1,0,8,1,11,8,15
864f2dbca028562fb67082f2dae71d98ba1882ef37b8a11fbf576f68703e6367,98,0x8df03bd37602d97980327b58d940258dc57007b3,0x01ad0acff478127d9d702b1a13599d706cb759b1,1627488113898,11.0,11,6.668e+18,1627488118350,1,1,3,7,7,5,5
7990a89c46a29f2896b9f54f5d294cd0bf692131a6f2871a24a67bf1087a5cd6,99,0x8df03bd37602d97980327b58d940258dc57007b3,0x047ff53dfe1f7bd2c3ed2d1f777f35d1f64e9ffe,1627488113898,11.0,11,1.4669e+19,1627488118359,1,3,14,7,7,5,9
5ef330bad9bca07dd7c8c3e17ea87ca7cd73189ddd12ebabfc0e7753fa3b858d,100,0xc839ee5542b4e8413246b3634c5c739fea949562,0x24aaea844cc9cf8688056ffd80bba8ba74c5abf9,1627488113899,11.0,11,8.0,1627488118368,1,2,9,3,11,8,8
c0ed35ceac1ed60f853787646af621ec744c2f946a742b8bb7f45849bc797456,101,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113899,11.0,11,9.0,1627488118376,1,2,15,3,12,8,14
4e7a27c2fae4eb3a5e182ecf7c5f94a97e55262ae60a58ddb82797fd1b175af9,102,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113899,11.0,11,3.0,1627488118389,1,2,7,3,3,8,8
4f1a8dfa52f95a355052e5b234c36201843bb46e7c150e738d5fa4976a0f8275,103,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113899,11.0,11,8.0,1627488118401,1,2,8,3,3,8,8
6ca95de8807c3f893d07644aa128bdef8beb0da574f534e5d8b4ee35f6f77f14,104,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113899,11.0,11,1.0,1627488118409,1,2,9,3,3,8,13
477ee95d15fa9768933511903618e89c90b048c1da39a3d74e615dedeb43011c,105,0xc839ee5542b4e8413246b3634c5c739fea949562,0x5e1875ff67fe9d3a3f4562f6e08491819e6040a9,1627488113900,11.0,11,4.0,1627488118416,1,2,9,3,3,8,8
19df2c335cc970b754d341e9a151a98f389ebfd2ccbc67ec37f9986865d8cd29,106,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113900,11.0,11,3.0,1627488118424,1,2,5,3,12,8,8
563b41a1deaad185784c4bf6d74468e2f352ff75a76a9dabd9fd7c0d576a21ac,107,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113900,11.0,11,1.0,1627488118432,1,2,12,3,3,2,8
169511853f5da6cd85fb35b541d2e0a76a1cc032cee4913f90dc1ff907884890,108,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3f17ffb99f0518a3d0ff3faed1f55e93336a33b0,1627488113900,11.0,11,7.0,1627488118439,1,0,2,3,3,8,8
3533dedf33847757e084a2d9b956bfd9c18622efe523856294a4577b334c2455,109,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113900,11.0,11,2.0,1627488118448,1,2,15,3,3,8,13
ca4845537eb331e7d66069480418dcba41a314cb8fb536a326479a9ad14fa9cf,111,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113901,11.0,11,6.0,1627488118475,1,0,2,3,3,8,8
c5cb3623009f43e13559245b16e539f6a6c7314df279c4a440d38fa4f6c6d3a2,112,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113901,11.0,11,2.0,1627488118482,1,2,13,3,3,8,13
71ba44d0bc56d521d33800b316b744e731f590579bdce2c122a16cd2a29d6657,113,0xc839ee5542b4e8413246b3634c5c739fea949562,0x24aaea844cc9cf8688056ffd80bba8ba74c5abf9,1627488113902,11.0,11,8.0,1627488118496,1,2,9,3,11,8,8
bcbffa3d22034d1b59c3c1e5effeeb22441c04498911137c905fecd5467621c4,114,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113902,11.0,11,9.0,1627488118511,1,2,15,3,12,8,14
baf0577d6ad6976aa3bf58f64c68194ed6565118a34d828e2c843836bfce77ac,115,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113902,11.0,11,3.0,1627488118519,1,2,7,3,3,8,8
7ca718baa88d64bdf5a8ba34471b0ef7bbfe95141937db878e19d1794e22b058,116,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113902,11.0,11,8.0,1627488118527,1,2,8,3,3,8,8
a446770098849053fb9aa5a8671fd1713401e394699cd8ad6658728b202a9ae1,117,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113903,11.0,11,1.0,1627488118537,1,2,9,3,3,8,13
1321373aea7a21f736e94ce3e56ffb2cee61ac50e7167eed516364c020035a1a,118,0xc839ee5542b4e8413246b3634c5c739fea949562,0x5e1875ff67fe9d3a3f4562f6e08491819e6040a9,1627488113903,11.0,11,4.0,1627488118546,1,2,9,3,3,8,8
f38bd66a0858722b00ad9f60fd646e71b094e6b0495279c7388c49feab80c4c4,119,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113903,11.0,11,3.0,1627488118556,1,2,5,3,12,8,8
4c25684fb4aa1bfd032db4261fc58ab7309e1b9729c136dc7dd3688bef146dea,120,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113903,11.0,11,1.0,1627488118564,1,2,12,3,3,2,8
2fd086b897dabd72febaa9957c2e9bb0d566dec5df36d10bb0bd4fb10d400dcc,121,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3f17ffb99f0518a3d0ff3faed1f55e93336a33b0,1627488113903,11.0,11,7.0,1627488118572,1,0,2,3,3,8,8
337aeffd2dc239d69f71a083b2a714e800c1d54f4370c400827388056df8aa79,122,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113904,11.0,11,2.0,1627488118582,1,2,15,3,3,8,13
28f7484c28cca88534a00a225a78dead7503ab94a6d7ed26e8f184829abdddb4,124,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113904,11.0,11,6.0,1627488118589,1,0,2,3,3,8,8
dd1a8cff12059e07c696faf06af55effcd665cbe8339a0ba59d9f2a4036060a9,125,0xc839ee5542b4e8413246b3634c5c739fea949562,0x24aaea844cc9cf8688056ffd80bba8ba74c5abf9,1627488113904,11.0,11,8.0,1627488118597,1,2,9,3,11,8,8
ce42ae77f687417f399e37272b9c58705bfd159f7c16ee88f1666b1f6da73139,126,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113904,11.0,11,9.0,1627488118604,1,2,15,3,12,8,14
530169ce3d9ec96d8d96da6c2a91d08a545979d2b6daa3de682f7133ce16cbb2,127,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113904,11.0,11,3.0,1627488118614,1,2,7,3,3,8,8
34063714a98a42923dc2e80f797b1c7aed44b92f7f4222b5c75dfd04c6db1861,128,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113905,11.0,11,8.0,1627488118625,1,2,8,3,3,8,8
a4487430ef0db8d447787b946e2f83eee16bb4228c4144ed5962bb563b9e1dd9,129,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113905,11.0,11,1.0,1627488118636,1,2,9,3,3,8,13
db8f5bf3866255ff755e4decb33c918d5de23747e4869ea7543fcb4903d13322,130,0xc839ee5542b4e8413246b3634c5c739fea949562,0x5e1875ff67fe9d3a3f4562f6e08491819e6040a9,1627488113905,11.0,11,4.0,1627488118644,1,2,9,3,3,8,8
8dd2d402c377d309c3c0ce30743f35f7a06c2c46496e042d7ef3df0a11995f9d,131,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113905,11.0,11,3.0,1627488118655,1,2,5,3,12,8,8
17a6f088fdef8588c3020fa61ec3103e4b94612222095dbadf6f3e5dc6846cbe,132,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113906,11.0,11,1.0,1627488118667,1,2,12,3,3,2,8
19fed9616449e028a7f88532482e89783877effa241ad8635779c0b06dbc1f0f,133,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3f17ffb99f0518a3d0ff3faed1f55e93336a33b0,1627488113906,11.0,11,7.0,1627488118674,1,0,2,3,3,8,8
2202cab944684198f89cf1d588b4ef5a0133949beed77ca3f9c101d9ead7a09d,134,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113906,11.0,11,2.0,1627488118681,1,2,15,3,3,8,13
c2c1c73e9452d3618d79ae3c0dcb74a27d91e2ca7fb201b9355cb281e75e6091,136,0x8df03bd37602d97980327b58d940258dc57007b3,0x98f2c2754c77b49993eea4dcd2d9aba71b696b60,1627488113906,11.0,11,3.8664e+19,1627488118691,1,0,3,7,7,5,5
c0b4bc4e314744e5fdab4608447d727daaa5bb89b5032d1a4c5a05d388d65c6b,137,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113906,11.0,11,6.0,1627488118698,1,0,2,3,3,8,8
3cbed8115fa7fcc5cc75768701237a4d1efa28a61c14c6bc8b76aff597db22c4,138,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113907,11.0,11,2.0,1627488118713,1,2,13,3,3,8,13
e9f65d49d1678faa0f785e7fbfc8f046925d7e24eeb9e46add3ac8e8c8826aad,139,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113907,11.0,11,9.0,1627488118721,1,2,15,3,12,8,14
f4f32a956d1da24db9f5fd3f1166658fc3f3cbafbba2656616b225a4f1958af7,140,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113907,11.0,11,3.0,1627488118727,1,2,7,3,3,8,8
b3bae78682a742178eb718c7ae3bb9ff6ea09f95bfab0a2a34cc56ed61e5b79e,141,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113907,11.0,11,8.0,1627488118734,1,2,8,3,3,8,8
8de85f8e25cd0a504f1fd6d78895701cabb6d460292ca16373350e68af333492,142,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113908,11.0,11,1.0,1627488118759,1,2,9,3,3,8,13
3bb263f475a8c1a9a2e019c3ff8784bccbb51f0e277d76e7e8c8b00fcdeee4be,143,0xc839ee5542b4e8413246b3634c5c739fea949562,0x5e1875ff67fe9d3a3f4562f6e08491819e6040a9,1627488113908,11.0,11,4.0,1627488118767,1,2,9,3,3,8,8
0641b4ca24a6a520cfb369bb9ba7ebcccb3f02b7ee4a94efdc664ea603b600e6,144,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113908,11.0,11,3.0,1627488118774,1,2,5,3,12,8,8
37768074d19bfb1544528fc2101b213c7a953618f5b2924526b1bc15b8b535e5,145,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113908,11.0,11,1.0,1627488118781,1,2,12,3,3,2,8
13bf90d3717ec36dda94e289229f05c379c807b3dff71e38864e250ee63b056d,146,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3f17ffb99f0518a3d0ff3faed1f55e93336a33b0,1627488113908,11.0,11,7.0,1627488118790,1,0,2,3,3,8,8
edc3d5c96f35eba68496a702d257dcbffbf6f5d2b09b5c9821d469022bf59e9b,147,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113909,11.0,11,2.0,1627488118797,1,2,15,3,3,8,13
0aec04f62654b759b533be9a5a74565833209738e3ee2476f49338c4cddf982a,149,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113909,11.0,11,6.0,1627488118804,1,0,2,3,3,8,8
97d6a461baa9b39e52411fac671e271a7e6bc149a06e52e044f5726ee2c130b0,150,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113909,11.0,11,2.0,1627488118817,1,2,13,3,3,8,13
8b0ffeefa444934c5f5e859ced04254217ab8329d3665aca5d360fae5f7faf63,151,0xc839ee5542b4e8413246b3634c5c739fea949562,0x24aaea844cc9cf8688056ffd80bba8ba74c5abf9,1627488113909,11.0,11,8.0,1627488118825,1,2,9,3,11,8,8
6c55251e4774a55ee5199eb85a5e380bd9b2b540180c55cff0ef69239d91e10e,152,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113909,11.0,11,9.0,1627488118837,1,2,15,3,12,8,14
78ce5de95b972f15534e7c6cbba4e83dbec74bf85398ac3a6bde6a7419d6395c,153,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113909,11.0,11,3.0,1627488118848,1,2,7,3,3,8,8
9f2ea33aa857de877cd632596365ba7e629e44d3aaa4a3317629d77cfdbb6b2b,154,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113910,11.0,11,8.0,1627488118855,1,2,8,3,3,8,8
96ad7b879ccecc7218950a4496424d0ac480785ac7bf830959bb00a70354a794,155,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113910,11.0,11,1.0,1627488118864,1,2,9,3,3,8,13
0cdef55372acb49ef3fa3a5331c7774690d5091aebdd5c7713255ae830ab5982,156,0xc839ee5542b4e8413246b3634c5c739fea949562,0x5e1875ff67fe9d3a3f4562f6e08491819e6040a9,1627488113910,11.0,11,4.0,1627488118869,1,2,9,3,3,8,8
fbfeb5c2c660bc7c86264388782f6308c3cc7ebe68ac11671be0c37ed546ea18,157,0xc839ee5542b4e8413246b3634c5c739fea949562,0x1d4f6afc0e305048ae0a9be9f76b4b89d4a360a5,1627488113910,11.0,11,3.0,1627488118876,1,2,5,3,12,8,8
e243124830addbb79b340a60e2bb6879e055adcf95649da64cde0f5a8b5f06eb,158,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3ec8f6d8bce46da12c30e39a842aafccce96a54c,1627488113910,11.0,11,1.0,1627488118888,1,2,12,3,3,2,8
c4b3105e418319c3b0314b9667aa97b27a0f4ced1ddaaf4923dd29c4c6a3c081,159,0xc839ee5542b4e8413246b3634c5c739fea949562,0x3f17ffb99f0518a3d0ff3faed1f55e93336a33b0,1627488113911,11.0,11,7.0,1627488126206,1,0,2,3,3,8,8
a78da88d95a3cc77a5b89c46efe3314411503406ea66bd1554b89f4302ee1741,160,0xc839ee5542b4e8413246b3634c5c739fea949562,0x6596f4c5c25b20ad0fe9eb60326e3187ff3f684f,1627488113911,11.0,11,2.0,1627488126301,1,2,15,3,3,8,13
f61595c0bce2b2e9b91815bc7827a2c12ff95f819161f3a410f85f03607e595b,162,0xc839ee5542b4e8413246b3634c5c739fea949562,0x201d38287aa29bdb16fc512776826d1c37082070,1627488113911,11.0,11,6.0,1627488126312,1,0,2,3,3,8,8
487bd9d3d409e61221b20f1a4a1d55cd6a1d607edccc525933a353d2b176f216,163,0xc839ee5542b4e8413246b3634c5c739fea949562,0x807f2831162febfc5ff0527a94008df8cee72f8d,1627488113911,11.0,11,2.0,1627488126319,1,2,13,3,3,8,13
92a6450bde0d5fbad42ae520a1c0bd3a0c6f0df21f86446285d7afd5fc047a6f,164,0xc839ee5542b4e8413246b3634c5c739fea949562,0x24aaea844cc9cf8688056ffd80bba8ba74c5abf9,1627488113912,11.0,11,8.0,1627488126325,1,2,9,3,11,8,8
28789b747f2df8aa59a82509dc6a16a96df7d474f3d3b48238875719464640ee,165,0xc839ee5542b4e8413246b3634c5c739fea949562,0xb105c5d695d4861ba216f9f9e0d6b09fda69243f,1627488113912,11.0,11,9.0,1627488126332,1,2,15,3,12,8,14
c15c6beefc4a377de1a307c5a805132240681d5f4e7be143f577d1b1342b72c4,166,0xc839ee5542b4e8413246b3634c5c739fea949562,0x71787f7b92d219cf7fb7c73c20f0c9d46c1080a7,1627488113912,11.0,11,3.0,1627488126339,1,2,7,3,3,8,8
a75024326a001609aadce05de308c0420b8245ce4c2df879d6317fac4a016a2d,167,0xc839ee5542b4e8413246b3634c5c739fea949562,0x64fe3fe742fd44afffe08c57df7110377fdc2008,1627488113912,11.0,11,8.0,1627488126354,1,2,8,3,3,8,8
734d9235f335a1ae25561012ffbaf72dadbafb8ad711bc072b389e64463fdd11,168,0xc839ee5542b4e8413246b3634c5c739fea949562,0x052985d847c8c1ffc9e74d9a337618ce5dbd6979,1627488113912,11.0,11,1.0,1627488126362,1,2,9,3,3,8,13
